transcript	description
MLOC_10053.1	Pollen_proteins_Ole_e_I_like
MLOC_65745.2	Homeobox_domain
AK358345	Protein_of_unknown_function_(DUF1336)
MLOC_51968.1	UDP-glucoronosyl_and_UDP-glucosyl_transferase
AK356038	Protein_of_unknown_function_(DUF1475)
MLOC_6533.1	Core_histone_H2A/H2B/H3/H4
MLOC_6278.1	Small_hydrophilic_plant_seed_protein
MLOC_72579.1	Heavy-metal-associated_domain
MLOC_17505.1	IQ_calmodulin-binding_motif
MLOC_41330.2	Uncharacterised_protein_family_(UPF0081)
MLOC_44042.2	Targeting_protein_for_Xklp2_(TPX2)
AK249286.1	Domain_of_unknown_function_(DUF3411)
AK361842	VQ_motif
MLOC_51660.1	Protein_of_unknown_function_(DUF793)
MLOC_27229.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK355056	S1_RNA_binding_domain
MLOC_78764.1	Secretory_pathway_protein_Sec39
MLOC_73710.1	Protein_kinase_domain
MLOC_81914.1	Agglutinin
MLOC_33841.1	Dynamin_GTPase_effector_domain
MLOC_65331.1	Hsp70_protein
MLOC_23199.2	Uncharacterised_BCR,_YhbC_family_COG0779
MLOC_12747.2	AP2_domain
MLOC_7003.1	DnaJ_domain
MLOC_79993.1	Gamma-thionin_family
MLOC_51273.3	GDP-fucose_protein_O-fucosyltransferase
AK250388.1	Eukaryotic_rRNA_processing_protein_EBP2
MLOC_60425.1	Bestrophin
AK251999.1	Plastocyanin-like_domain
MLOC_10957.1	CBS_domain
AK367636	Protein_kinase_domain
MLOC_73029.1	A20-like_zinc_finger
MLOC_37014.1	Protein_of_unknown_function,_DUF617
MLOC_13874.1	PLAC8_family
AK371117	O-methyltransferase
MLOC_3150.1	Endonuclease/Exonuclease/phosphatase_family
AK248708.1	Aminotransferase_class_I_and_II
AK250430.1	GDSL-like_Lipase/Acylhydrolase
MLOC_12769.1	Protein_of_unknown_function_(DUF581)
MLOC_11813.2	FATC_domain
AK364166	Leucine_Rich_Repeat
AK372699	LsmAD_domain
MLOC_73482.1	NB-ARC_domain
MLOC_62051.5	Heavy-metal-associated_domain
MLOC_7452.1	Zinc_finger,_C3HC4_type_(RING_finger)
MLOC_68812.2	Universal_stress_protein_family
MLOC_68535.2	Ribosomal_protein_L24e
MLOC_61768.1	Protein_of_unknown_function_(DUF679)
MLOC_74836.1	AMP-binding_enzyme
MLOC_51215.1	Leucine_rich_repeat_N-terminal_domain
MLOC_59991.1	Trehalose-phosphatase
MLOC_70114.1	Caspase_domain
MLOC_81137.1	UDP-glucoronosyl_and_UDP-glucosyl_transferase
AK249986.1	Ataxin-2_C-terminal_region
MLOC_69078.8	Squalene/phytoene_synthase
MLOC_26628.1	TIP49_C-terminus
MLOC_61642.4	SET_domain
AK252991.1	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
MLOC_56627.3	Elongation_factor_Tu_GTP_binding_domain
AK368770	Diacylglycerol_kinase_accessory_domain
MLOC_62797.1	Fasciclin_domain
MLOC_34572.1	PPR_repeat
MLOC_51281.1	BRO1-like_domain
MLOC_59485.1	DDT_domain
AK251563.1	GDP-fucose_protein_O-fucosyltransferase
AK250353.1	Jacalin-like_lectin_domain
MLOC_7410.1	Root_cap
AK249735.1	Eukaryotic_and_archaeal_DNA_primase_small_subunit
MLOC_62732.1	Phosphatidylinositol_3-_and_4-kinase
MLOC_11260.1	NOT2_/_NOT3_/_NOT5_family
MLOC_69350.3	Citrate_transporter
MLOC_38876.2	EamA-like_transporter_family
AK248621.1	Saposin-like_type_B,_region_1
MLOC_41666.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK374221	F-box_domain_profile.
AK249599.1	Signal_recognition_particle_9_kDa_protein_(SRP9)
MLOC_5906.1	Poly(A)_polymerase_predicted_RNA_binding_domain
MLOC_58737.1	Cupin
AK249206.1	RNA_polymerase_II_transcription_factor_SIII_(Elongin)_subunit_A
MLOC_50796.3	Transcription_factor_TFIID_(or_TATA-binding_protein,_TBP)
AK363265	PRP8_domain_IV_core
MLOC_25950.1	short_chain_dehydrogenase
AK359947	Divergent_PAP2_family
AK367119	Peroxidase
MLOC_57007.2	NB-ARC_domain
MLOC_6986.1	P21-Rho-binding_domain
MLOC_59594.2	Major_Facilitator_Superfamily
AK251674.1	Pollen_proteins_Ole_e_I_like
AK367939	HR-like_lesion-inducing
MLOC_55428.1	C2_domain
AK252601.1	Core_histone_H2A/H2B/H3/H4
MLOC_3103.1	Seven_in_absentia_protein_family
AK355984	Kelch_motif
MLOC_27297.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_25747.1	Endonuclease/Exonuclease/phosphatase_family
MLOC_65207.4	Protein_of_unknown_function_DUF89
MLOC_24239.1	Transferase_family
MLOC_6901.1	No_apical_meristem_(NAM)_protein
AK251495.1	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
MLOC_78248.1	Permease_family
MLOC_16233.2	PAC2_family
MLOC_37085.1	Core-2/I-Branching_enzyme
MLOC_65319.1	U-box_domain
MLOC_34561.2	SET_domain
MLOC_44765.1	ATPase_family_associated_with_various_cellular_activities_(AAA)
MLOC_62965.1	HR-like_lesion-inducing
MLOC_78558.1	SRF-type_transcription_factor_(DNA-binding_and_dimerisation_domain)
AK372919	Plant_invertase/pectin_methylesterase_inhibitor
MLOC_9102.1	Bowman-Birk_serine_protease_inhibitor_family
MLOC_3950.1	Retrotransposon_gag_protein
MLOC_37680.1	4F5_protein_family
MLOC_25058.2	B3_DNA_binding_domain
MLOC_67744.1	Double-stranded_RNA_binding_motif
MLOC_71123.5	Reticulon
MLOC_34816.1	Cupin
AK248968.1	Ubiquitin-conjugating_enzyme
AK368486	rRNA_small_subunit_methyltransferase_G
MLOC_63627.2	SNARE_associated_Golgi_protein
MLOC_75724.1	LIM_domain
MLOC_67076.1	BURP_domain
MLOC_12288.1	Fasciclin_domain
AK371466	GNT-I_family
AK370070	Mago_binding
MLOC_20078.1	NADH_dehydrogenase_transmembrane_subunit
AK251534.1	Rgp1
MLOC_16863.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK250444.1	GcpE_protein
AK363727	GDSL-like_Lipase/Acylhydrolase
MLOC_72673.1	PAP2_superfamily
MLOC_66449.1	Protein_of_unknown_function_(DUF1218)
AK250360.1	Protein_of_unknown_function_(DUF410)
MLOC_20868.2	Mpv17_/_PMP22_family
MLOC_37082.1	Seven_in_absentia_protein_family
MLOC_62430.1	bZIP_transcription_factor
MLOC_68678.1	Protein_of_unknown_function_(DUF1618)
MLOC_75677.2	Exocyst_complex_subunit_Sec15-like
MLOC_50454.1	Plant_protein_1589_of_unknown_function_(A_thal_3526)
AK355030	RED-like_protein_C-terminal_region
MLOC_12553.1	DREPP_plasma_membrane_polypeptide
MLOC_56242.1	Flavin-binding_monooxygenase-like
MLOC_61145.2	Fumble
MLOC_45254.1	Ribosome_biogenesis_protein_Nop16
MLOC_48048.1	Integrase_core_domain
MLOC_57969.1	ZIP_Zinc_transporter
MLOC_51486.1	EF_hand
MLOC_44916.2	Acyltransferase
AK250046.1	Aminotransferase_class_I_and_II
AK250329.1	Protein_of_unknown_function,_DUF647
MLOC_67369.2	Helix-loop-helix_DNA-binding_domain
MLOC_57932.1	Serpin_(serine_protease_inhibitor)
MLOC_54392.1	ATP11_protein
AK367837	Protein_of_unknown_function_(DUF3049)
AK353988	Protein_of_unknown_function_(DUF1777)
AK355098	PPIC-type_PPIASE_domain
AK355685	Protein_of_unknown_function,_DUF623
MLOC_55801.2	Methyltransferase_small_domain
MLOC_65755.1	Thaumatin_family
MLOC_3779.1	Domain_of_unknown_function_DUF26
AK369235	Late_embryogenesis_abundant_protein
MLOC_77387.2	F-box_domain
MLOC_14828.1	GRAS_family_transcription_factor
MLOC_48429.1	Ribosome_inactivating_protein
MLOC_75480.1	Zinc_finger,_C3HC4_type_(RING_finger)
MLOC_53028.1	RNA_pseudouridylate_synthase
MLOC_16041.1	Plant_invertase/pectin_methylesterase_inhibitor
MLOC_52455.4	Uncharacterized_conserved_protein_(DUF2358)
AK358285	Methyladenine_glycosylase
MLOC_5208.1	U-box_domain
MLOC_53637.1	UDP-glucoronosyl_and_UDP-glucosyl_transferase
MLOC_73638.1	UDP-glucoronosyl_and_UDP-glucosyl_transferase
MLOC_16483.3	Protein_of_unknown_function_(DUF616)
MLOC_60711.1	Glycosyl_hydrolases_family_17
MLOC_17519.2	KIP1-like_protein
MLOC_63464.1	HPP_family
MLOC_9032.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_31808.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_71218.1	FBD
MLOC_25787.1	Zinc_finger,_C3HC4_type_(RING_finger)
AK369024	Eukaryotic_protein_of_unknown_function_(DUF872)
MLOC_45296.1	Protein_kinase_domain
MLOC_8011.1	Protein_of_unknown_function_(DUF579)
MLOC_56508.1	Aminotransferase_class_I_and_II
MLOC_4668.1	U-box_domain
MLOC_3237.1	VQ_motif
MLOC_72965.1	Cysteine-rich_secretory_protein_family
AK361795	WRKY_DNA_-binding_domain
MLOC_64059.1	GRAM_domain
MLOC_10167.2	Protein_kinase_domain
MLOC_33486.1	2OG-Fe(II)_oxygenase_superfamily
MLOC_39203.1	bZIP_transcription_factor
AK356467	Endonuclease/Exonuclease/phosphatase_family
MLOC_24548.1	Peptidase_family_M20/M25/M40
MLOC_56263.1	Histidine_acid_phosphatase
AK357416	TPR_repeat_region_circular_profile.
AK365325	Rab5-interacting_protein_(Rab5ip)
MLOC_57634.1	Ribosomal_S17
MLOC_24866.1	Root_cap
MLOC_54129.1	Peroxidase
MLOC_79276.1	Ribosomal_protein_S6
MLOC_8499.2	Heavy-metal-associated_domain
MLOC_22417.1	WD_domain,_G-beta_repeat
AK357986	haloacid_dehalogenase-like_hydrolase
AK353806	Zinc_finger,_C3HC4_type_(RING_finger)
AK372473	MULE_transposase_domain
MLOC_5205.1	Protein_kinase_domain
MLOC_4745.3	Prolyl_oligopeptidase_family
MLOC_7825.1	Cellulose_synthase
MLOC_16930.1	Protein_kinase_domain
AK248545.1	Carbonic_anhydrase
AK252957.1	ABC1_family
MLOC_11546.3	FAD_binding_domain
MLOC_44961.1	4F5_protein_family
MLOC_31922.1	Protein_of_unknown_function_(DUF1618)
AK372947	Pollen_proteins_Ole_e_I_like
MLOC_58368.2	Protein_of_unknown_function_(DUF1421)
MLOC_81712.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK369878	Protein_of_unknown_function,_DUF594
AK355596	Stress_up-regulated_Nod_19
AK249961.1	HMG_(high_mobility_group)_box
MLOC_81023.1	Spt5_transcription_elongation_factor,_acidic_N-terminal
MLOC_74170.1	Helix-loop-helix_DNA-binding_domain
AK374395	KH_domain
MLOC_12214.1	Protein_of_unknown_function_(DUF563)
AK371869	Ankyrin_repeat
MLOC_77123.1	Berberine_and_berberine_like
MLOC_52017.1	Methyltransferase_domain
MLOC_73130.5	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
MLOC_66568.3	Cellulose_synthase
MLOC_12013.1	Zinc_knuckle
MLOC_64795.1	Auxin_response_factor
MLOC_64395.3	Peptidase_C13_family
MLOC_36323.1	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
MLOC_72013.1	Myb-like_DNA-binding_domain
MLOC_60639.1	Spinocerebellar_ataxia_type_10_protein_domain
AK357333	galactosyl_transferase_GMA12/MNN10_family
MLOC_72063.1	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
MLOC_49250.1	Plant_mobile_domain
MLOC_43885.1	Plant_protein_of_unknown_function_(DUF869)
AK371693	2Fe-2S_iron-sulfur_cluster_binding_domain
MLOC_12559.3	K+_potassium_transporter
MLOC_120.1	UDP-glucoronosyl_and_UDP-glucosyl_transferase
MLOC_70434.1	Choline/ethanolamine_kinase
MLOC_44131.1	R3H_domain
MLOC_68487.1	Domain_of_unknown_function_(DUF702)
MLOC_73523.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK356818	TLC_ATP/ADP_transporter
MLOC_77003.1	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
MLOC_56821.1	Myb-like_DNA-binding_domain
MLOC_64018.1	Helix-loop-helix_DNA-binding_domain
AK251906.1	Late_embryogenesis_abundant_protein
AK363908	Ubiquitin_carboxyl-terminal_hydrolase
MLOC_19614.1	FBD
AK366042	IQ_motif_profile.
MLOC_12215.1	Glycosyl_transferases_group_1
MLOC_70101.3	Sodium_Bile_acid_symporter_family
MLOC_76839.1	ATP-NAD_kinase
MLOC_77960.1	Retrotransposon_gag_protein
MLOC_36574.2	Clathrin_adaptor_complex_small_chain
MLOC_57270.1	Universal_stress_protein_family
MLOC_77998.1	Cytochrome_P450
MLOC_78435.1	DHHC_zinc_finger_domain
MLOC_67378.2	NB-ARC_domain
MLOC_18047.2	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
MLOC_5414.1	Homeobox_domain
AK357034	Flavin_containing_amine_oxidoreductase
MLOC_57139.1	Molybdopterin-binding_domain_of_aldehyde_dehydrogenase
MLOC_60986.1	Domain_of_unknown_function_(DUF296)
MLOC_16489.1	CAF1_family_ribonuclease
AK354710	PQ_loop_repeat
MLOC_64175.2	F-box_domain
AK251488.1	Starch_synthase_catalytic_domain
MLOC_6580.2	Aldo/keto_reductase_family
MLOC_80411.1	Plant_invertase/pectin_methylesterase_inhibitor
AK372467	Integral_membrane_protein_DUF106
MLOC_16227.1	Protein_kinase_domain
MLOC_44144.1	CW-type_Zinc_Finger
MLOC_68981.1	Universal_stress_protein_family
MLOC_34294.2	Eukaryotic_protein_of_unknown_function_(DUF872)
MLOC_11088.1	WRKY_DNA_-binding_domain
MLOC_53041.1	Heavy-metal-associated_domain
MLOC_5133.1	Casein_kinase_substrate_phosphoprotein_PP28
AK368629	Protein_of_unknown_function_(DUF1068)
MLOC_44169.2	Heavy-metal-associated_domain
MLOC_32822.1	Protease_inhibitor/seed_storage/LTP_family
AK367037	Protein_of_unknown_function_(DUF1336)
MLOC_56410.1	Calcium-binding_EGF_domain
MLOC_6786.1	Myb-like_DNA-binding_domain
MLOC_59247.2	Autophagy-related_protein_13
MLOC_60283.1	WRKY_DNA_-binding_domain
MLOC_74447.1	DEAD/DEAH_box_helicase
AK369149	Cytochrome_P450
MLOC_71056.1	Helix-loop-helix_DNA-binding_domain
MLOC_60499.2	Plant_protein_of_unknown_function_(DUF827)
AK249913.1	tRNA_methyltransferase_complex_GCD14_subunit
AK361023	Plant_invertase/pectin_methylesterase_inhibitor
AK368168	Protein_of_unknown_function,_DUF594
MLOC_14437.1	Chorismate_mutase_domain_profile.
MLOC_58934.1	2OG-Fe(II)_oxygenase_superfamily
AK252465.1	DnaJ_domain
MLOC_55261.1	Hpt_domain
MLOC_8820.1	Ribosomal_L38e_protein_family
AK252222.1	VHS_domain
MLOC_12143.1	Protease_inhibitor/seed_storage/LTP_family
MLOC_71556.1	Eukaryotic_aspartyl_protease
MLOC_37843.1	No_apical_meristem_(NAM)_protein
MLOC_21854.1	Cytochrome_P450
MLOC_14352.2	F-box_domain
MLOC_53617.1	MIZ/SP-RING_zinc_finger
MLOC_20673.1	Plant_mobile_domain
AK369990	Fusaric_acid_resistance_protein_family
AK355699	Protein_of_unknown_function_(DUF1218)
MLOC_9865.1	Glycosyl_hydrolase_family_1
MLOC_44528.1	Ankyrin_repeat
MLOC_72809.2	Histone-like_transcription_factor_(CBF/NF-Y)_and_archaeal_histone
MLOC_30143.1	Endonuclease/Exonuclease/phosphatase_family
MLOC_25403.2	Homoserine_dehydrogenase
MLOC_1566.1	GDP-fucose_protein_O-fucosyltransferase
MLOC_16059.1	2OG-Fe(II)_oxygenase_superfamily
MLOC_34940.1	Exostosin_family
MLOC_67497.2	TCP-1/cpn60_chaperonin_family
MLOC_6939.13	Calponin_homology_(CH)_domain
MLOC_73503.1	Conserved_membrane_protein_(DUF2044)
MLOC_572.1	Acetyltransferase_(GNAT)_family
AK362795	Prenylcysteine_lyase
MLOC_4483.1	Leucine_Rich_Repeat
AK359524	Arabidopsis_thaliana_protein_of_unknown_function_(DUF794)
AK358196	Protein_of_unknown_function_(DUF3529)
AK366787	Glycerophosphoryl_diester_phosphodiesterase_family
AK358777	Domain_of_unknown_function_(DUF3506)
MLOC_66246.1	Permease_family
MLOC_67164.1	ParB-like_nuclease_domain
MLOC_15020.1	Caleosin_related_protein
AK248813.1	Pyridoxal-dependent_decarboxylase_conserved_domain
AK251852.1	Core_histone_H2A/H2B/H3/H4
AK249513.1	Colon_cancer-associated_protein_Mic1-like
MLOC_15183.1	Protein_kinase_domain
MLOC_5091.2	Protein_tyrosine_kinase
MLOC_57584.2	EamA-like_transporter_family
MLOC_41703.1	Endonuclease/Exonuclease/phosphatase_family
AK360953	Protein_of_unknown_function_(DUF1645)
AK356492	UDP-glucoronosyl_and_UDP-glucosyl_transferase
MLOC_74531.2	PPR_repeat
MLOC_15072.2	YIF1
AK251717.1	Sec20
AK364142	ATP-sulfurylase
MLOC_280.1	Nucleotide-sugar_transporter
MLOC_27418.1	BED_zinc_finger
AK354023	MEKHLA_domain
MLOC_4879.2	NF-X1_type_zinc_finger
MLOC_72076.1	Peroxidase
MLOC_21708.1	ATP_synthase_D_chain,_mitochondrial_(ATP5H)
MLOC_67839.1	Glycosyl_transferases_group_1
MLOC_56779.2	Protein_of_unknown_function_(DUF1618)
MLOC_67085.2	Myb-like_DNA-binding_domain
AK368060	C4-dicarboxylate_transporter/malic_acid_transport_protein
AK365460	Plant_protein_of_unknown_function
MLOC_17312.1	Protein_kinase_domain
MLOC_57710.1	U3_small_nucleolar_RNA-associated_protein_10
MLOC_58017.2	Heavy-metal-associated_domain
MLOC_18354.1	Chlorophyll_A-B_binding_protein
AK355512	C14ORF94_READING_HUMAN_C14ORF94_HOMOLOG_F17J6.23_ZGC:92661_CHROMOSOME_FRAME_TESTIS
AK376172	Protein_of_unknown_function_(DUF1421)
MLOC_1250.1	GRAM_domain
MLOC_62649.1	Major_intrinsic_protein
MLOC_22069.1	Glutamine_cyclotransferase
MLOC_12821.1	Peroxidase
MLOC_54560.1	Putative_methyltransferase
MLOC_58888.1	Indole-3-glycerol_phosphate_synthase
MLOC_10638.1	Protein_of_unknown_function,_DUF573
AK364675	Plant_protein_of_unknown_function_(DUF868)
MLOC_56666.1	Ubiquitin_family
MLOC_7945.2	T-complex_protein_11
MLOC_38761.1	Arabidopsis_proteins_of_unknown_function
AK248871.1	Amino_acid_permease
MLOC_26370.1	Protein_kinase_domain
MLOC_48449.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_61025.1	Rubredoxin-like_domain_profile.
MLOC_64597.2	Myb-like_DNA-binding_domain
AK368688	Cornichon_protein
MLOC_39389.3	Protein_tyrosine_kinase
MLOC_71991.1	Wound-inducible_basic_protein_family
MLOC_70194.5	PAP2_superfamily
MLOC_59692.2	Protein_kinase_domain
MLOC_4753.2	Late_embryogenesis_abundant_protein
MLOC_65326.3	Arabidopsis_proteins_of_unknown_function
MLOC_2425.1	GDSL-like_Lipase/Acylhydrolase
MLOC_25633.1	Integrase_core_domain
MLOC_72643.1	Helicase_conserved_C-terminal_domain
AK252123.1	Zinc_finger,_C3HC4_type_(RING_finger)
MLOC_71424.1	Auxin_responsive_protein
AK359744	Tetratricopeptide_repeat
MLOC_13367.1	Leucine_Rich_Repeat
MLOC_52754.1	Glutaredoxin
MLOC_30800.1	Adenylate_kinase
MLOC_63857.4	Glycosyltransferase_family_28_C-terminal_domain
MLOC_24574.2	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK249870.1	Ubiquitin-conjugating_enzyme
MLOC_11749.1	Domain_of_unknown_function_DUF26
MLOC_80496.1	Flavin-binding_monooxygenase-like
AK363343	Protein_kinase_domain
MLOC_13962.1	DVL_family
MLOC_59400.1	Plant_invertase/pectin_methylesterase_inhibitor
MLOC_67608.3	LSD1_zinc_finger
MLOC_2337.1	Hsp20/alpha_crystallin_family
MLOC_63799.5	Plant_mobile_domain
MLOC_36821.2	Plant_transposon_protein
AK367163	Nicotianamine_synthase_protein
AK369389	Ribosomal_protein_L18e/L15
MLOC_60157.3	Peroxidase
MLOC_11017.1	No_apical_meristem_(NAM)_protein
MLOC_1954.1	Protein_of_unknown_function_(DUF3339)
MLOC_7278.1	Seven_in_absentia_protein_family
MLOC_38051.1	PPR_repeat
AK249039.1	Peroxidase
MLOC_58041.1	Glycerophosphoryl_diester_phosphodiesterase_family
MLOC_78745.1	Pollen_proteins_Ole_e_I_like
MLOC_22196.1	Chalcone_and_stilbene_synthases,_C-terminal_domain
MLOC_69467.1	alpha/beta_hydrolase_fold
AK367438	Neutral/alkaline_non-lysosomal_ceramidase
MLOC_56157.2	Ion_transport_protein
AK248953.1	SNF5_/_SMARCB1_/_INI1
MLOC_50786.3	Adenosine/AMP_deaminase
AK363884	RCK_N-terminal_domain_profile.
MLOC_58046.1	Phosphatidylinositol-specific_phospholipase_C,_X_domain
AK251448.1	Essential_protein_Yae1,_N_terminal
AK358877	DNA_replication_factor_CDT1_like
MLOC_24495.4	Aminotransferase_class_IV
MLOC_55837.1	Protein_of_unknown_function_(DUF1637)
AK358981	CRS1_/_YhbY_(CRM)_domain
MLOC_73849.13	Ring_hydroxylating_alpha_subunit_(catalytic_domain)
AK367716	Tetratricopeptide_repeat
MLOC_19759.1	Fasciclin_domain
MLOC_59941.2	ABC_transporter
MLOC_69490.1	Divergent_PAP2_family
MLOC_53323.1	Cytochrome_P450
MLOC_59454.2	Regulator_of_Vps4_activity_in_the_MVB_pathway
MLOC_62319.4	Methyl-CpG_binding_domain
MLOC_72445.1	Transferase_family
MLOC_5324.1	Chalcone-flavanone_isomerase
MLOC_4490.1	PPR_repeat
MLOC_50928.1	UDP-glucoronosyl_and_UDP-glucosyl_transferase
MLOC_9548.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_22773.1	Targeting_protein_for_Xklp2_(TPX2)
MLOC_60168.1	Major_Facilitator_Superfamily
MLOC_75892.1	Arabidopsis_protein_of_unknown_function
MLOC_80443.1	Dirigent-like_protein
MLOC_71005.1	Cytochrome_P450
AK371321	alpha/beta_hydrolase_fold
AK373498	Methyl-CpG_binding_domain
MLOC_5316.1	Remorin,_C-terminal_region
MLOC_571.1	PPR_repeat
AK374680	Voltage_gated_chloride_channel
MLOC_31665.2	Domain_of_unknown_function_(DUF588)
MLOC_79217.5	Protein_kinase_domain
AK363376	ATP_synthase_regulation_protein_NCA2
MLOC_9354.1	Cytochrome_C_oxidase_subunit_II,_transmembrane_domain
AK364870	Cytochrome_C_biogenesis_protein_transmembrane_region
AK251001.1	Cyclophilin_type_peptidyl-prolyl_cis-trans_isomerase/CLD
MLOC_5971.1	WRKY_DNA_-binding_domain
MLOC_3762.1	Phosphatidylinositol-specific_phospholipase_X-box_domain_profile.
MLOC_78461.1	WRKY_DNA_-binding_domain
MLOC_63834.2	AP2_domain
MLOC_38855.1	EF_hand
AK251230.1	Exonuclease
AK361516	ATP-dependent_phosphofructokinase_family_signature
MLOC_38205.5	CAF1_family_ribonuclease
AK373995	Bromodomain
MLOC_61711.1	BolA-like_protein
MLOC_68687.2	short_chain_dehydrogenase
AK366356	F-box_domain_profile.
MLOC_51368.1	Glycosyl_hydrolases_family_17
MLOC_60834.1	Armadillo/beta-catenin-like_repeat
AK357076	Mechanosensitive_ion_channel
AK364552	PPR_repeat
MLOC_4458.1	Protein_of_unknown_function_(DUF3353)
MLOC_33602.1	Endonuclease/Exonuclease/phosphatase_family
MLOC_31285.1	Cytidine_and_deoxycytidylate_deaminase_zinc-binding_region
MLOC_56112.1	X8_domain
MLOC_57021.1	Response_regulator_receiver_domain
MLOC_52447.1	Mitochondrial_glycoprotein
MLOC_65295.2	Rubber_elongation_factor_protein_(REF)
MLOC_10922.1	CAF1_family_ribonuclease
MLOC_70973.1	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
MLOC_62248.1	Heavy-metal-associated_domain
AK372032	2OG-Fe(II)_oxygenase_superfamily
MLOC_53783.1	Trehalose-phosphatase
MLOC_17579.2	NB-ARC_domain
MLOC_54143.1	Tat_binding_protein_1(TBP-1)-interacting_protein_(TBPIP)
MLOC_52970.1	Pollen_proteins_Ole_e_I_like
AK375228	Dirigent-like_protein
MLOC_16806.1	NB-ARC_domain
AK248276.1	Inositol_monophosphatase_family
MLOC_44064.1	PspA/IM30_family
MLOC_65443.1	FBD
MLOC_13975.1	Protein_of_unknown_function_(DUF581)
MLOC_69640.2	Major_intrinsic_protein
AK370169	Protein_of_unknown_function_(DUF890)
MLOC_13505.1	Protein_of_unknown_function_(DUF3223)
AK377105	Fatty_acid_elongase_3-ketoacyl-CoA_synthase_1
MLOC_10581.1	Exo70_exocyst_complex_subunit
MLOC_5064.2	Amino_acid_permease
MLOC_68828.1	Fatty_acid_hydroxylase_superfamily
AK361875	GDSL-like_Lipase/Acylhydrolase
MLOC_44360.1	short_chain_dehydrogenase
MLOC_38276.2	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
AK249381.1	Apoptosis_inhibitory_protein_5_(API5)
MLOC_75576.8	NOL1/NOP2/sun_family
MLOC_79876.2	Sugar_(and_other)_transporter
MLOC_52262.1	GTP1/OBG
AK357523	Vitamin_K_epoxide_reductase_family
MLOC_59233.1	PPR_repeat
AK372528	Protein_of_unknown_function_(DUF3133)
AK367336	YGGT_family
MLOC_66376.2	Myosin_II_heavy_chain-like
MLOC_70811.1	Retrotransposon_gag_protein
MLOC_4586.1	PPR_repeat
MLOC_55427.2	Methyltransferase_domain
MLOC_64686.1	Peptidase_inhibitor_I9
MLOC_13831.1	X8_domain
MLOC_60903.2	Putative_gypsy_type_transposon
MLOC_17307.1	Protein_of_unknown_function_(DUF295)
MLOC_3052.1	B3_DNA_binding_domain
MLOC_10313.1	EamA-like_transporter_family
AK376528	GTPase_of_unknown_function
AK375010	Late_embryogenesis_abundant_protein
MLOC_24786.4	Plastocyanin-like_domain
MLOC_17228.1	Oxygen_evolving_enhancer_protein_3_(PsbQ)
MLOC_71615.2	Protein_tyrosine_kinase
MLOC_41961.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_28636.1	Plant_thionin
MLOC_15332.2	Fasciclin_domain
MLOC_70936.2	3\'_exoribonuclease_family,_domain_2
MLOC_51967.2	Transferase_family
